Epsilon,MeanLoss,MeanRewardO,MeanRewardX,StartingPlayer,Winner
0.6,1.0528355836868286,0.16666666666666666,-0.16666666666666666,1,-1
0.5998820117992134,0.9311321973800659,-0.16666666666666666,0.16666666666666666,-1,1
0.5997640471937072,0.9255682826042175,0.14285714285714285,-0.14285714285714285,-1,-1
0.5996461061787631,0.8692059516906738,0.2,-0.2,-1,-1
0.5995281887496634,0.6147734522819519,0.16666666666666666,-0.16666666666666666,1,-1
0.5994102949016913,0.08190445601940155,0.0,0.0,1,0
0.599292424630131,0.9185580015182495,0.1111111111111111,-0.1111111111111111,-1,-1
0.5991745779302677,0.884640097618103,-0.16666666666666666,0.16666666666666666,-1,1
0.5990567547973877,0.6747770309448242,-0.14285714285714285,0.14285714285714285,1,1
0.598938955226778,0.08683495223522186,0.0,0.0,-1,0
0.5988211792137265,0.739879310131073,-0.14285714285714285,0.14285714285714285,1,1
0.5987034267535223,0.9033944606781006,-0.16666666666666666,0.16666666666666666,-1,1
0.5985856978414552,1.1270757913589478,0.125,-0.125,1,-1
0.5984679924728161,0.9605407118797302,-0.1111111111111111,0.1111111111111111,1,1
0.5983503106428968,0.8070898056030273,0.14285714285714285,-0.14285714285714285,-1,-1
0.5982326523469901,0.15543583035469055,0.0,0.0,-1,0
0.5981150175803894,0.833599328994751,0.125,-0.125,1,-1
0.5979974063383896,0.7793795466423035,-0.125,0.125,-1,1
0.597879818616286,0.9574939608573914,-0.1111111111111111,0.1111111111111111,1,1
0.5977622544093754,0.9898913502693176,-0.2,0.2,1,1
0.5976447137129549,0.5611773729324341,-0.16666666666666666,0.16666666666666666,-1,1
0.5975271965223231,0.1104079857468605,0.0,0.0,-1,0
0.5974097028327793,0.6445950865745544,0.14285714285714285,-0.14285714285714285,-1,-1
0.5972922326396236,1.0018620491027832,0.16666666666666666,-0.16666666666666666,1,-1
0.5971747859381573,0.23464399576187134,0.0,0.0,1,0
0.5970573627236826,0.27218496799468994,0.0,0.0,-1,0
0.5969399629915024,0.7812689542770386,-0.2,0.2,1,1
0.5968225867369208,0.30463457107543945,0.0,0.0,1,0
0.5967052339552428,0.6174294352531433,-0.125,0.125,-1,1
0.5965879046417741,0.5696649551391602,-0.1111111111111111,0.1111111111111111,1,1
0.5964705987918217,0.9224695563316345,0.14285714285714285,-0.14285714285714285,-1,-1
0.5963533164006934,0.6758185029029846,0.14285714285714285,-0.14285714285714285,-1,-1
0.5962360574636979,1.1945183277130127,0.14285714285714285,-0.14285714285714285,-1,-1
0.5961188219761447,0.9485006332397461,0.14285714285714285,-0.14285714285714285,-1,-1
0.5960016099333444,0.4260791838169098,0.0,0.0,1,0
0.5958844213306087,1.2154350280761719,0.14285714285714285,-0.14285714285714285,-1,-1
0.5957672561632499,0.2964538037776947,0.0,0.0,-1,0
0.5956501144265813,0.32355695962905884,0.0,0.0,-1,0
0.5955329961159175,0.8782769441604614,0.1111111111111111,-0.1111111111111111,-1,-1
0.5954159012265736,0.9643876552581787,-0.125,0.125,-1,1
0.5952988297538657,0.8793847560882568,-0.14285714285714285,0.14285714285714285,1,1
0.5951817816931112,1.3362890481948853,-0.14285714285714285,0.14285714285714285,1,1
0.595064757039628,0.30579644441604614,0.0,0.0,-1,0
0.5949477557887352,1.1826565265655518,-0.1111111111111111,0.1111111111111111,1,1
0.5948307779357527,1.2872883081436157,-0.2,0.2,1,1
0.5947138234760013,1.2880905866622925,-0.2,0.2,1,1
0.5945968924048031,0.44283485412597656,0.0,0.0,1,0
0.5944799847174805,1.18149733543396,0.14285714285714285,-0.14285714285714285,-1,-1
0.5943631004093575,0.9338687658309937,0.1111111111111111,-0.1111111111111111,-1,-1
0.5942462394757584,1.352867841720581,0.125,-0.125,1,-1
0.5941294019120091,0.8591743111610413,0.2,-0.2,-1,-1
0.594012587713436,0.887729823589325,-0.16666666666666666,0.16666666666666666,-1,1
0.5938957968753663,1.157715916633606,0.16666666666666666,-0.16666666666666666,1,-1
0.5937790293931288,0.8379014134407043,0.125,-0.125,1,-1
0.5936622852620524,1.1412246227264404,-0.2,0.2,1,1
0.5935455644774675,1.1217025518417358,-0.16666666666666666,0.16666666666666666,-1,1
0.5934288670347052,1.3668205738067627,0.1111111111111111,-0.1111111111111111,-1,-1
0.5933121929290978,0.9897717833518982,0.14285714285714285,-0.14285714285714285,-1,-1
0.5931955421559781,0.9650543332099915,-0.1111111111111111,0.1111111111111111,1,1
0.5930789147106802,1.041958212852478,-0.125,0.125,-1,1
0.592962310588539,0.7076355814933777,0.16666666666666666,-0.16666666666666666,1,-1
0.5928457297848903,0.6604425311088562,0.2,-0.2,-1,-1
0.5927291722950707,0.6851796507835388,0.2,-0.2,-1,-1
0.5926126381144183,0.8440578579902649,0.14285714285714285,-0.14285714285714285,-1,-1
0.5924961272382714,0.8216107487678528,-0.125,0.125,-1,1
0.5923796396619696,0.9326621890068054,0.1111111111111111,-0.1111111111111111,-1,-1
0.5922631753808536,1.0510118007659912,-0.2,0.2,1,1
0.5921467343902647,1.500578761100769,-0.1111111111111111,0.1111111111111111,1,1
0.5920303166855451,0.6481351852416992,0.16666666666666666,-0.16666666666666666,1,-1
0.5919139222620383,1.1465201377868652,0.1111111111111111,-0.1111111111111111,-1,-1
0.5917975511150885,0.9877649545669556,-0.125,0.125,-1,1
0.5916812032400408,1.0668153762817383,0.125,-0.125,1,-1
0.5915648786322413,0.35625869035720825,0.0,0.0,-1,0
0.591448577287037,0.6711912155151367,-0.14285714285714285,0.14285714285714285,1,1
0.591332299199776,0.6179360747337341,0.16666666666666666,-0.16666666666666666,1,-1
0.591216044365807,0.8620867133140564,0.14285714285714285,-0.14285714285714285,-1,-1
0.5910998127804797,0.6532910466194153,0.125,-0.125,1,-1
0.5909836044391452,0.9498264789581299,0.1111111111111111,-0.1111111111111111,-1,-1
0.5908674193371548,0.7966667413711548,0.125,-0.125,1,-1
0.5907512574698613,0.7451329827308655,0.14285714285714285,-0.14285714285714285,-1,-1
0.5906351188326182,1.0613096952438354,-0.125,0.125,-1,1
0.5905190034207799,0.6765369176864624,-0.2,0.2,1,1
0.5904029112297019,1.6264477968215942,-0.16666666666666666,0.16666666666666666,-1,1
0.5902868422547403,1.0033169984817505,0.125,-0.125,1,-1
0.5901707964912525,1.3964706659317017,0.125,-0.125,1,-1
0.5900547739345967,0.9503899812698364,-0.1111111111111111,0.1111111111111111,1,1
0.5899387745801319,0.9532886743545532,0.14285714285714285,-0.14285714285714285,-1,-1
0.589822798423218,1.419600486755371,-0.16666666666666666,0.16666666666666666,-1,1
0.5897068454592164,1.3342993259429932,-0.125,0.125,-1,1
0.5895909156834885,1.1981539726257324,0.125,-0.125,1,-1
0.5894750090913974,1.1045619249343872,0.14285714285714285,-0.14285714285714285,-1,-1
0.5893591256783067,1.0429929494857788,-0.16666666666666666,0.16666666666666666,-1,1
0.589243265439581,0.962609589099884,0.125,-0.125,1,-1
0.5891274283705862,1.3446635007858276,-0.2,0.2,1,1
0.5890116144666886,1.2777947187423706,-0.2,0.2,1,1
0.5888958237232556,0.7816136479377747,-0.16666666666666666,0.16666666666666666,-1,1
0.5887800561356555,1.041352391242981,-0.2,0.2,1,1
0.5886643116992578,1.291813611984253,-0.14285714285714285,0.14285714285714285,1,1
0.5885485904094327,0.8307914733886719,0.2,-0.2,-1,-1
0.5884328922615513,1.0753387212753296,-0.14285714285714285,0.14285714285714285,1,1
0.5883172172509856,0.6451758742332458,0.125,-0.125,1,-1
0.5882015653731087,1.4337490797042847,-0.1111111111111111,0.1111111111111111,1,1
0.5880859366232946,0.7905966639518738,-0.14285714285714285,0.14285714285714285,1,1
0.5879703309969178,0.7385469675064087,0.1111111111111111,-0.1111111111111111,-1,-1
0.5878547484893545,0.76913982629776,-0.16666666666666666,0.16666666666666666,-1,1
0.5877391890959811,0.9764418005943298,0.14285714285714285,-0.14285714285714285,-1,-1
0.5876236528121754,0.7228208184242249,-0.14285714285714285,0.14285714285714285,1,1
0.5875081396333159,0.8792163729667664,-0.14285714285714285,0.14285714285714285,1,1
0.5873926495547821,0.752353310585022,-0.16666666666666666,0.16666666666666666,-1,1
0.5872771825719543,1.2367651462554932,0.14285714285714285,-0.14285714285714285,-1,-1
0.5871617386802139,1.0570878982543945,-0.125,0.125,-1,1
0.5870463178749431,0.7976506948471069,-0.14285714285714285,0.14285714285714285,1,1
0.5869309201515251,0.7020891904830933,-0.14285714285714285,0.14285714285714285,1,1
0.5868155455053441,0.9765905141830444,-0.125,0.125,-1,1
0.5867001939317849,0.8960500955581665,0.16666666666666666,-0.16666666666666666,1,-1
0.5865848654262334,0.7674928903579712,0.14285714285714285,-0.14285714285714285,-1,-1
0.5864695599840768,0.7080327272415161,-0.2,0.2,1,1
0.5863542776007026,0.6702248454093933,-0.2,0.2,1,1
0.5862390182714996,1.2392442226409912,0.125,-0.125,1,-1
0.5861237819918573,0.6566890478134155,-0.16666666666666666,0.16666666666666666,-1,1
0.5860085687571664,0.5628350377082825,-0.14285714285714285,0.14285714285714285,1,1
0.5858933785628184,0.6360599994659424,0.2,-0.2,-1,-1
0.5857782114042056,0.8569873571395874,-0.16666666666666666,0.16666666666666666,-1,1
0.5856630672767213,0.48995378613471985,0.1111111111111111,-0.1111111111111111,-1,-1
0.5855479461757599,0.7892988920211792,0.14285714285714285,-0.14285714285714285,-1,-1
0.5854328480967163,1.4603519439697266,-0.14285714285714285,0.14285714285714285,1,1
0.5853177730349867,1.6532026529312134,0.125,-0.125,1,-1
0.585202720985968,0.7172057032585144,0.2,-0.2,-1,-1
0.5850876919450584,0.7895838618278503,-0.14285714285714285,0.14285714285714285,1,1
0.5849726859076565,0.69436115026474,-0.14285714285714285,0.14285714285714285,1,1
0.584857702869162,0.7529394626617432,0.1111111111111111,-0.1111111111111111,-1,-1
0.5847427428249758,0.6421562433242798,0.14285714285714285,-0.14285714285714285,-1,-1
0.5846278057704994,0.5116978287696838,0.16666666666666666,-0.16666666666666666,1,-1
0.5845128917011353,0.7132813930511475,0.14285714285714285,-0.14285714285714285,-1,-1
0.584398000612287,0.6126731038093567,-0.125,0.125,-1,1
0.5842831324993587,0.4997248649597168,0.125,-0.125,1,-1
0.5841682873577558,0.500595211982727,0.2,-0.2,-1,-1
0.5840534651828845,0.8376522660255432,-0.125,0.125,-1,1
0.5839386659701519,0.9033091068267822,-0.125,0.125,-1,1
0.5838238897149659,0.6418702602386475,-0.14285714285714285,0.14285714285714285,1,1
0.5837091364127356,1.0154796838760376,0.14285714285714285,-0.14285714285714285,-1,-1
0.5835944060588709,1.1306713819503784,-0.125,0.125,-1,1
0.5834796986487825,0.71723473072052,-0.16666666666666666,0.16666666666666666,-1,1
0.5833650141778821,0.8410495519638062,-0.125,0.125,-1,1
0.5832503526415824,0.8852339386940002,0.2,-0.2,-1,-1
0.5831357140352968,0.6939518451690674,-0.14285714285714285,0.14285714285714285,1,1
0.5830210983544399,0.5361324548721313,0.14285714285714285,-0.14285714285714285,-1,-1
0.582906505594427,0.49723511934280396,0.1111111111111111,-0.1111111111111111,-1,-1
0.5827919357506745,0.42138078808784485,-0.14285714285714285,0.14285714285714285,1,1
0.5826773888185993,1.062907338142395,-0.2,0.2,1,1
0.5825628647936197,0.8173449635505676,-0.14285714285714285,0.14285714285714285,1,1
0.582448363671155,0.48015156388282776,0.2,-0.2,-1,-1
0.5823338854466248,0.7037919163703918,0.125,-0.125,1,-1
0.5822194301154501,0.42293402552604675,0.14285714285714285,-0.14285714285714285,-1,-1
0.5821049976730527,0.495057612657547,0.14285714285714285,-0.14285714285714285,-1,-1
0.5819905881148553,1.051626205444336,-0.16666666666666666,0.16666666666666666,-1,1
0.5818762014362815,0.709518313407898,-0.14285714285714285,0.14285714285714285,1,1
0.5817618376327558,1.007045865058899,-0.2,0.2,1,1
0.5816474966997037,0.5476298332214355,-0.125,0.125,-1,1
0.5815331786325515,0.7205000519752502,0.2,-0.2,-1,-1
0.5814188834267265,1.2395464181900024,-0.16666666666666666,0.16666666666666666,-1,1
0.581304611077657,0.5093273520469666,-0.16666666666666666,0.16666666666666666,-1,1
0.581190361580772,0.5008007884025574,0.14285714285714285,-0.14285714285714285,-1,-1
0.5810761349315016,1.071704626083374,-0.1111111111111111,0.1111111111111111,1,1
0.5809619311252765,0.8739326596260071,0.14285714285714285,-0.14285714285714285,-1,-1
0.5808477501575289,0.6797663569450378,-0.14285714285714285,0.14285714285714285,1,1
0.5807335920236912,1.0748071670532227,0.14285714285714285,-0.14285714285714285,-1,-1
0.5806194567191975,0.6854286193847656,-0.14285714285714285,0.14285714285714285,1,1
0.5805053442394819,0.4396350383758545,0.16666666666666666,-0.16666666666666666,1,-1
0.5803912545799803,0.569593071937561,0.14285714285714285,-0.14285714285714285,-1,-1
0.5802771877361289,0.13236841559410095,0.0,0.0,1,0
0.5801631437033651,0.2592025399208069,0.125,-0.125,1,-1
0.5800491224771271,0.9020169973373413,-0.1111111111111111,0.1111111111111111,1,1
0.5799351240528541,0.4363466799259186,0.2,-0.2,-1,-1
0.5798211484259862,0.8484371304512024,-0.16666666666666666,0.16666666666666666,-1,1
0.5797071955919642,0.554088830947876,-0.14285714285714285,0.14285714285714285,1,1
0.5795932655462301,0.8054286241531372,-0.2,0.2,1,1
0.5794793582842268,0.8180637955665588,0.2,-0.2,-1,-1
0.5793654738013979,0.7529436349868774,0.14285714285714285,-0.14285714285714285,-1,-1
0.579251612093188,0.4907648265361786,0.125,-0.125,1,-1
0.5791377731550426,0.8440860509872437,0.14285714285714285,-0.14285714285714285,-1,-1
0.5790239569824082,0.5918837785720825,-0.16666666666666666,0.16666666666666666,-1,1
0.5789101635707322,0.7890533208847046,-0.1111111111111111,0.1111111111111111,1,1
0.5787963929154628,0.7654089331626892,-0.16666666666666666,0.16666666666666666,-1,1
0.5786826450120492,0.32401686906814575,0.16666666666666666,-0.16666666666666666,1,-1
0.5785689198559415,0.7012453079223633,0.16666666666666666,-0.16666666666666666,1,-1
0.5784552174425907,0.46588489413261414,0.125,-0.125,1,-1
0.5783415377674486,0.8556217551231384,-0.14285714285714285,0.14285714285714285,1,1
0.5782278808259681,1.1825765371322632,0.125,-0.125,1,-1
0.5781142466136029,0.5716511011123657,0.2,-0.2,-1,-1
0.5780006351258077,0.5015052556991577,0.14285714285714285,-0.14285714285714285,-1,-1
0.577887046358038,0.39111238718032837,0.125,-0.125,1,-1
0.5777734803057502,0.9213756322860718,0.16666666666666666,-0.16666666666666666,1,-1
0.5776599369644017,0.1896391361951828,0.0,0.0,-1,0
0.5775464163294506,0.5392351150512695,0.14285714285714285,-0.14285714285714285,-1,-1
0.5774329183963564,1.131235122680664,-0.14285714285714285,0.14285714285714285,1,1
0.5773194431605789,1.2155907154083252,-0.2,0.2,1,1
0.5772059906175793,0.9722654223442078,0.14285714285714285,-0.14285714285714285,-1,-1
0.5770925607628193,1.7398320436477661,-0.125,0.125,-1,1
0.5769791535917619,0.1472243368625641,0.0,0.0,1,0
0.5768657690998706,0.7603417634963989,0.14285714285714285,-0.14285714285714285,-1,-1
0.5767524072826102,1.8252009153366089,-0.1111111111111111,0.1111111111111111,1,1
0.5766390681354463,0.8828926086425781,0.2,-0.2,-1,-1
0.576525751653845,0.4968622326850891,0.16666666666666666,-0.16666666666666666,1,-1
0.576412457833274,0.9270108342170715,-0.125,0.125,-1,1
0.5762991866692013,1.1204880475997925,0.125,-0.125,1,-1
0.5761859381570962,1.1208008527755737,-0.2,0.2,1,1
0.5760727122924286,0.7985431551933289,-0.16666666666666666,0.16666666666666666,-1,1
0.5759595090706697,0.6075689792633057,0.14285714285714285,-0.14285714285714285,-1,-1
0.5758463284872911,0.5082373023033142,-0.2,0.2,1,1
0.5757331705377658,1.0911720991134644,-0.1111111111111111,0.1111111111111111,1,1
0.5756200352175674,1.1587846279144287,-0.16666666666666666,0.16666666666666666,-1,1
0.5755069225221705,1.254202127456665,-0.2,0.2,1,1
0.5753938324470506,0.6403133869171143,-0.125,0.125,-1,1
0.575280764987684,0.5494690537452698,0.2,-0.2,-1,-1
0.5751677201395481,0.8703828454017639,0.14285714285714285,-0.14285714285714285,-1,-1
0.575054697898121,0.8697968125343323,-0.125,0.125,-1,1
0.574941698258882,1.1053533554077148,-0.2,0.2,1,1
0.574828721217311,0.5262786746025085,0.16666666666666666,-0.16666666666666666,1,-1
0.5747157667688889,0.578418493270874,-0.1111111111111111,0.1111111111111111,1,1
0.5746028349090975,0.5794162750244141,-0.125,0.125,-1,1
0.5744899256334196,0.6012067794799805,0.14285714285714285,-0.14285714285714285,-1,-1
0.5743770389373388,0.12163259834051132,0.0,0.0,-1,0
0.5742641748163397,1.0433733463287354,0.14285714285714285,-0.14285714285714285,-1,-1
0.5741513332659076,0.6823360323905945,-0.14285714285714285,0.14285714285714285,1,1
0.574038514281529,0.538258969783783,-0.125,0.125,-1,1
0.573925717858691,1.0402114391326904,-0.2,0.2,1,1
0.5738129439928816,0.6145332455635071,-0.125,0.125,-1,1
0.5737001926795903,0.5530588626861572,0.14285714285714285,-0.14285714285714285,-1,-1
0.5735874639143066,0.8797874450683594,0.2,-0.2,-1,-1
0.5734747576925217,0.11324255168437958,0.0,0.0,-1,0
0.5733620740097269,1.0125248432159424,0.1111111111111111,-0.1111111111111111,-1,-1
0.5732494128614154,0.14545707404613495,0.0,0.0,1,0
0.5731367742430804,0.6099651455879211,-0.2,0.2,1,1
0.5730241581502165,0.8259304761886597,0.14285714285714285,-0.14285714285714285,-1,-1
0.5729115645783189,0.6483672857284546,-0.14285714285714285,0.14285714285714285,1,1
0.5727989935228841,0.8721680045127869,-0.14285714285714285,0.14285714285714285,1,1
0.572686444979409,0.5221463441848755,-0.14285714285714285,0.14285714285714285,1,1
0.5725739189433918,0.08007819950580597,0.0,0.0,1,0
0.5724614154103315,0.49764284491539,0.16666666666666666,-0.16666666666666666,1,-1
0.5723489343757278,0.5423630475997925,-0.16666666666666666,0.16666666666666666,-1,1
0.5722364758350815,1.1545710563659668,0.2,-0.2,-1,-1
0.5721240397838945,1.116896152496338,0.2,-0.2,-1,-1
0.572011626217669,1.0969698429107666,0.2,-0.2,-1,-1
0.5718992351319087,1.424922227859497,-0.125,0.125,-1,1
0.5717868665221179,0.3642869293689728,-0.125,0.125,-1,1
0.5716745203838017,0.818256676197052,-0.2,0.2,1,1
0.5715621967124666,1.0743166208267212,-0.1111111111111111,0.1111111111111111,1,1
0.5714498955036192,0.6315783262252808,-0.125,0.125,-1,1
0.5713376167527678,1.1393401622772217,-0.2,0.2,1,1
0.5712253604554213,0.5340563654899597,-0.2,0.2,1,1
0.5711131266070891,0.2550542950630188,-0.14285714285714285,0.14285714285714285,1,1
0.5710009152032821,0.7012784481048584,-0.14285714285714285,0.14285714285714285,1,1
0.5708887262395118,0.4105837345123291,0.2,-0.2,-1,-1
0.5707765597112906,1.1487352848052979,0.16666666666666666,-0.16666666666666666,1,-1
0.570664415614132,0.8297095894813538,0.16666666666666666,-0.16666666666666666,1,-1
0.5705522939435498,0.4909527003765106,-0.16666666666666666,0.16666666666666666,-1,1
0.5704401946950596,0.5108094215393066,0.14285714285714285,-0.14285714285714285,-1,-1
0.5703281178641774,0.3243904709815979,0.16666666666666666,-0.16666666666666666,1,-1
0.5702160634464198,0.5113182663917542,0.125,-0.125,1,-1
0.5701040314373048,0.3544757664203644,-0.2,0.2,1,1
0.5699920218323512,0.8749672174453735,0.14285714285714285,-0.14285714285714285,-1,-1
0.5698800346270786,0.5669565200805664,0.2,-0.2,-1,-1
0.5697680698170073,1.0888376235961914,0.2,-0.2,-1,-1
0.569656127397659,0.8793904781341553,-0.14285714285714285,0.14285714285714285,1,1
0.5695442073645559,0.16206540167331696,0.0,0.0,1,0
0.5694323097132211,0.5216087102890015,-0.2,0.2,1,1
0.5693204344391788,0.33381620049476624,-0.1111111111111111,0.1111111111111111,1,1
0.569208581537954,0.7967861890792847,-0.2,0.2,1,1
0.5690967510050724,0.3361673057079315,0.2,-0.2,-1,-1
0.5689849428360609,0.6068853139877319,0.14285714285714285,-0.14285714285714285,-1,-1
0.5688731570264474,1.3069581985473633,0.14285714285714285,-0.14285714285714285,-1,-1
0.5687613935717601,0.7193247675895691,-0.1111111111111111,0.1111111111111111,1,1
0.5686496524675286,1.1517685651779175,0.14285714285714285,-0.14285714285714285,-1,-1
0.5685379337092833,0.630984902381897,0.14285714285714285,-0.14285714285714285,-1,-1
0.5684262372925555,0.529737114906311,0.125,-0.125,1,-1
0.5683145632128772,0.6802780032157898,0.2,-0.2,-1,-1
0.5682029114657815,0.5798597931861877,-0.1111111111111111,0.1111111111111111,1,1
0.5680912820468023,0.49488404393196106,-0.14285714285714285,0.14285714285714285,1,1
0.5679796749514745,1.5196254253387451,0.125,-0.125,1,-1
0.5678680901753338,1.496415615081787,-0.1111111111111111,0.1111111111111111,1,1
0.5677565277139167,0.4383937120437622,0.2,-0.2,-1,-1
0.5676449875627608,0.34779757261276245,0.0,0.0,-1,0
0.5675334697174046,1.1863750219345093,0.125,-0.125,1,-1
0.5674219741733871,1.0717048645019531,-0.16666666666666666,0.16666666666666666,-1,1
0.5673105009262488,0.9631567597389221,-0.16666666666666666,0.16666666666666666,-1,1
0.5671990499715305,1.0837489366531372,0.16666666666666666,-0.16666666666666666,1,-1
0.5670876213047743,1.1247683763504028,-0.14285714285714285,0.14285714285714285,1,1
0.5669762149215231,0.34406495094299316,0.0,0.0,1,0
0.5668648308173204,0.8814342021942139,0.2,-0.2,-1,-1
0.5667534689877111,0.9788510203361511,-0.2,0.2,1,1
0.5666421294282407,0.4043736159801483,-0.16666666666666666,0.16666666666666666,-1,1
0.5665308121344554,0.9470778703689575,-0.125,0.125,-1,1
0.5664195171019027,0.871215283870697,0.2,-0.2,-1,-1
0.5663082443261309,0.15543144941329956,0.0,0.0,1,0
0.5661969938026888,0.9332486987113953,-0.14285714285714285,0.14285714285714285,1,1
0.5660857655271266,0.9438179731369019,0.1111111111111111,-0.1111111111111111,-1,-1
0.5659745594949951,0.35722625255584717,0.0,0.0,-1,0
0.5658633757018461,0.6821773052215576,-0.16666666666666666,0.16666666666666666,-1,1
0.5657522141432321,1.3455309867858887,-0.16666666666666666,0.16666666666666666,-1,1
0.5656410748147067,0.325293630361557,0.0,0.0,-1,0
0.5655299577118245,0.3167820870876312,0.0,0.0,1,0
0.5654188628301405,0.9279538989067078,-0.14285714285714285,0.14285714285714285,1,1
0.5653077901652113,1.328235149383545,0.125,-0.125,1,-1
0.5651967397125937,0.8865398168563843,-0.14285714285714285,0.14285714285714285,1,1
0.5650857114678457,0.8948496580123901,-0.2,0.2,1,1
0.5649747054265263,0.9060555696487427,0.2,-0.2,-1,-1
0.5648637215841952,0.6605463027954102,0.125,-0.125,1,-1
0.564752759936413,1.0802780389785767,0.2,-0.2,-1,-1
0.5646418204787412,1.1971513032913208,-0.2,0.2,1,1
0.5645309032067424,0.20527756214141846,0.0,0.0,-1,0
0.5644200081159798,0.8848515152931213,0.14285714285714285,-0.14285714285714285,-1,-1
0.5643091352020176,0.9985848069190979,-0.16666666666666666,0.16666666666666666,-1,1
0.5641982844604209,0.7732756733894348,-0.14285714285714285,0.14285714285714285,1,1
0.5640874558867556,0.6598694324493408,-0.14285714285714285,0.14285714285714285,1,1
0.5639766494765885,0.10574880242347717,0.0,0.0,-1,0
0.5638658652254877,0.7741963863372803,0.16666666666666666,-0.16666666666666666,1,-1
0.5637551031290214,1.1506434679031372,-0.125,0.125,-1,1
0.5636443631827593,0.612128496170044,-0.16666666666666666,0.16666666666666666,-1,1
0.5635336453822719,0.7900301814079285,0.14285714285714285,-0.14285714285714285,-1,-1
0.5634229497231303,1.167728304862976,-0.2,0.2,1,1
0.5633122762009068,0.22556784749031067,0.0,0.0,-1,0
0.5632016248111745,0.8798201084136963,0.1111111111111111,-0.1111111111111111,-1,-1
0.5630909955495073,0.6724621057510376,0.16666666666666666,-0.16666666666666666,1,-1
0.5629803884114798,1.0070545673370361,-0.16666666666666666,0.16666666666666666,-1,1
0.562869803392668,1.1211698055267334,-0.2,0.2,1,1
0.5627592404886484,0.5360029935836792,0.125,-0.125,1,-1
0.5626486996949985,0.5047631859779358,-0.125,0.125,-1,1
0.5625381810072967,0.1665927916765213,0.0,0.0,-1,0
0.5624276844211221,0.8246204853057861,0.2,-0.2,-1,-1
0.5623172099320551,0.6154112219810486,-0.16666666666666666,0.16666666666666666,-1,1
0.5622067575356765,0.6738256216049194,0.1111111111111111,-0.1111111111111111,-1,-1
0.5620963272275683,0.4078957438468933,0.125,-0.125,1,-1
0.5619859190033132,0.8605293035507202,0.14285714285714285,-0.14285714285714285,-1,-1
0.561875532858495,0.9996891021728516,0.14285714285714285,-0.14285714285714285,-1,-1
0.5617651687886982,0.8498862981796265,0.125,-0.125,1,-1
0.5616548267895082,0.8289830684661865,-0.16666666666666666,0.16666666666666666,-1,1
0.5615445068565112,1.0870810747146606,0.125,-0.125,1,-1
0.5614342089852947,1.0123703479766846,0.14285714285714285,-0.14285714285714285,-1,-1
0.5613239331714467,0.21781495213508606,0.0,0.0,1,0
0.561213679410556,0.9811765551567078,0.14285714285714285,-0.14285714285714285,-1,-1
0.5611034476982125,1.6408363580703735,0.16666666666666666,-0.16666666666666666,1,-1
0.5609932380300071,1.2261220216751099,0.125,-0.125,1,-1
0.5608830504015312,1.2278167009353638,0.14285714285714285,-0.14285714285714285,-1,-1
0.5607728848083774,0.8190181851387024,-0.125,0.125,-1,1
0.5606627412461391,0.04299663379788399,0.0,0.0,-1,0
0.5605526197104106,0.7568990588188171,0.125,-0.125,1,-1
0.5604425201967869,0.09431851655244827,0.0,0.0,1,0
0.560332442700864,0.7494080066680908,-0.2,0.2,1,1
0.5602223872182389,0.03969810903072357,0.0,0.0,-1,0
0.5601123537445094,0.7952172160148621,0.2,-0.2,-1,-1
0.5600023422752741,0.624754786491394,-0.16666666666666666,0.16666666666666666,-1,1
0.5598923528061327,0.12126410752534866,0.0,0.0,-1,0
0.5597823853326853,0.758603572845459,0.16666666666666666,-0.16666666666666666,1,-1
0.5596724398505335,0.7279577851295471,-0.1111111111111111,0.1111111111111111,1,1
